example_id,scenario_id,text,context_type,parent_review_rating,movie_rating_perfection_pct,movie_rating_skip_pct,has_mention,language_mix,target_detected,moderation_action,label_primary,labels_multi,abuse_category,intent_label,severity,contains_profanity,is_directed_at_person,source_type,source_dataset,source_url,source_license,provenance_notes,is_transformed,transformation_type,contains_pii,pii_redaction_notes,split,created_by,created_at,review_status,rationale_short,recommended_action,policy_version
moctale_mod_0011,safe_movie_010,"I respect fans, but the color grading in Ganapath was painfully boring.",main_review,Skip,89,8,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0012,safe_movie_011,Chhaava felt predictable; the VFX never worked for me.,main_review,Skip,98,11,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0013,safe_movie_012,Dhurandhar felt weak; the pacing never worked for me.,main_review,Timepass,72,3,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0014,safe_movie_013,This movie is shit but my issue is only with the climax.,main_review,Timepass,80,15,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0015,safe_movie_014,This movie is shit but my issue is only with the direction. That is my honest take. Case 2.,main_review,Timepass,92,14,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0016,safe_movie_015,This movie is shit but my issue is only with the editing.,main_review,Skip,87,16,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0017,safe_movie_016,This movie is shit but my issue is only with the acting. That is my honest take. Case 2.,main_review,Skip,98,14,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0018,safe_movie_017,Ye film bakwas lagi because script weak tha. That is my honest take. Case 2.,main_review,Timepass,88,9,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0019,safe_movie_018,"I respect fans, but the acting in Pathaan was painfully boring.",main_review,Timepass,96,11,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0020,safe_movie_019,"This movie is shit but my issue is only with the direction. This is about the discussion, not personal life. Case 4.",main_review,Timepass,55,9,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0021,safe_movie_020,"Pathaan ka story confusing tha, but people can still enjoy it.",main_review,Timepass,95,17,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0022,safe_movie_021,Sitaare felt overhyped; the pacing never worked for me.,main_review,Skip,89,17,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0023,safe_movie_022,Ye film bakwas lagi because climax weak tha.,main_review,Skip,62,12,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0024,safe_movie_023,This movie is shit but my issue is only with the pacing.,main_review,Skip,60,16,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0025,safe_movie_024,This movie is shit but my issue is only with the music.,main_review,Timepass,90,6,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0026,safe_movie_025,Ye film bakwas lagi because music weak tha.,main_review,Skip,89,7,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0027,safe_movie_026,Ye film bakwas lagi because editing weak tha. That is my honest take. Case 2.,main_review,Timepass,62,8,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0028,safe_movie_027,"Animal ka script flat tha, but people can still enjoy it.",main_review,Skip,92,8,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0029,safe_movie_028,This movie is shit but my issue is only with the script.,main_review,Skip,57,11,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0030,safe_movie_029,Kantara felt messy; the music never worked for me.,main_review,Timepass,68,18,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0031,safe_movie_030,"I respect fans, but the color grading in Chhaava was painfully unconvincing.",main_review,Timepass,70,16,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0032,safe_movie_031,"Jawan ka pacing boring tha, but people can still enjoy it.",main_review,Timepass,77,14,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0033,safe_movie_032,"Jawan ka VFX weak tha, but people can still enjoy it.",main_review,Skip,80,11,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0034,safe_movie_033,This movie is shit but my issue is only with the pacing. That is my honest take. Case 2.,main_review,Timepass,63,14,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0035,safe_movie_034,This movie is shit but my issue is only with the direction. The point is about the movie debate. Case 6.,main_review,Skip,83,18,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0036,safe_movie_035,"Kantara ka acting confusing tha, but people can still enjoy it.",main_review,Skip,70,6,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0037,safe_movie_036,This movie is shit but my issue is only with the VFX.,main_review,Timepass,58,6,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0038,safe_movie_037,Jawan felt predictable; the acting never worked for me.,main_review,Timepass,73,14,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0039,safe_movie_038,This movie is shit but my issue is only with the screenplay. That is my honest take. Case 2.,main_review,Skip,73,7,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0040,safe_movie_039,"Dhurandhar ka climax confusing tha, but people can still enjoy it.",main_review,Timepass,58,2,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0041,safe_movie_040,"I respect fans, but the VFX in Sitaare was painfully confusing.",main_review,Skip,58,17,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0042,safe_movie_041,"I respect fans, but the story in Kantara was painfully boring.",main_review,Skip,98,8,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0043,safe_movie_042,This movie is shit but my issue is only with the script. That is my honest take. Case 2.,main_review,Skip,94,3,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0044,safe_movie_043,"I respect fans, but the screenplay in Jawan was painfully unconvincing.",main_review,Timepass,71,7,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0045,safe_movie_044,Ye film bakwas lagi because pacing weak tha.,main_review,Skip,97,10,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0046,safe_movie_045,"Leo ka dialogues boring tha, but people can still enjoy it.",main_review,Timepass,94,19,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0047,safe_movie_046,"This movie is shit but my issue is only with the script. This is about the discussion, not personal life. Case 4.",main_review,Timepass,63,12,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0048,safe_movie_047,Kantara felt flat; the pacing never worked for me.,main_review,Skip,83,18,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0049,safe_movie_048,"Ganapath ka climax confusing tha, but people can still enjoy it.",main_review,Timepass,97,4,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0050,safe_movie_049,"Chhaava ka direction boring tha, but people can still enjoy it.",main_review,Skip,72,10,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0051,safe_movie_050,"This movie is shit but my issue is only with the pacing. This is about the discussion, not personal life. Case 4.",main_review,Timepass,87,16,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0052,safe_movie_051,Ye film bakwas lagi because acting weak tha.,main_review,Timepass,57,1,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0053,safe_movie_052,This movie is shit but my issue is only with the story.,main_review,Timepass,90,14,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0054,safe_movie_053,"Pathaan ka acting boring tha, but people can still enjoy it.",main_review,Skip,89,2,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0055,safe_movie_054,This movie is shit but my issue is only with the climax. That is my honest take. Case 2.,main_review,Timepass,63,2,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0056,safe_movie_055,Ganapath felt weak; the dialogues never worked for me.,main_review,Skip,98,8,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0057,safe_movie_056,Ye film bakwas lagi because dialogues weak tha.,main_review,Skip,70,6,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0058,safe_movie_057,This movie is shit but my issue is only with the editing. That is my honest take. Case 2.,main_review,Timepass,81,8,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0059,safe_movie_058,Ye film bakwas lagi because story weak tha.,main_review,Skip,85,8,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0060,safe_movie_059,Animal felt flat; the VFX never worked for me.,main_review,Skip,69,1,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0061,safe_movie_060,Animal felt flat; the editing never worked for me.,main_review,Skip,72,12,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0062,safe_movie_061,Pathaan felt confusing; the editing never worked for me.,main_review,Skip,62,9,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0063,safe_movie_062,"Chhaava ka climax lazy tha, but people can still enjoy it.",main_review,Skip,93,14,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
